FBQS J090444.3+233354,136.18475,23.56503,QSO,2.258323
B2 1659+26B,255.42454,26.70728,RadioS,2.255846
WISEA J094507.53+172607.6,146.28135,17.43548,*,2.255
WISEA J112440.74+023521.3,171.16978,2.5893,*,2.255
FBQS J101211.4+330925,153.04772,33.15735,QSO,2.252867
B3 1539+378,235.39942,37.68086,QSO,2.250133
B2 1720+25,260.72079,24.9763,QSO,2.25
WISE J141030.96+614136.9,212.62913,61.69359,QSO,2.249903
B2 0824+35A,126.91078,35.41808,QSO,2.249
SDSS J151508.59+213345.9,228.78579,21.56256,QSO,2.2457
WISEA J112412.21+432549.7,171.05095,43.43055,VisS,2.245
WISEA J100313.54+284526.1,150.80656,28.75747,QSO,2.24478
WISEA J111217.48+614926.7,168.0729,61.82404,QSO,2.240713
B3 1335+429,204.5117,42.66584,QSO,2.240562
[HB89] 1559+140,240.47724,13.95299,QSO,2.237
B3 0738+422B,115.48186,42.1383,QSO,2.233366
SBS 1215+521,184.40273,51.91951,QSO,2.228749
WISEA J074756.23+351701.0,116.98426,35.28361,QSO,2.227654
WISEA J120644.18+515316.1,181.6841,51.88781,QSO,2.226547
SDSS J102731.42+584547.1,156.88094,58.76311,*,2.225
WISEA J142306.17+480211.0,215.77565,48.03635,QSO,2.22
B2 1041+35,161.04406,35.15287,QSO,2.219797
WISE J153753.72+085051.9,234.47387,8.84776,QSO,2.2196
WISEA J083031.93+052006.7,127.63308,5.33522,QSO,2.219567
FBQS J122824.9+312837,187.10402,31.47712,QSO,2.219
B3 1115+416,169.47223,41.33786,QSO,2.218286
B2 1228+39B,187.71902,39.50021,QSO,2.217495
WISE J112736.52+055532.0,171.90221,5.92558,QSO,2.217
B2 1341+29 NED02,206.06003,28.87654,VisS,2.215
WISEA J154633.64+514645.3,236.64009,51.77929,QSO,2.215
WISEA J114815.59+072638.8,177.06498,7.44411,QSO,2.212888
[HB89] 1506+339,227.09882,33.78354,QSO,2.212086
WISEA J121423.03+024252.6,183.59593,2.71467,QSO,2.212045
WISEA J081645.01+302153.8,124.18755,30.36494,QSO,2.211568
WISEA J111048.93+045607.9,167.70388,4.93556,QSO,2.210545
WISE J075837.62+135733.7,119.65679,13.95939,QSO,2.209242
WISEA J073601.00+474424.2,114.00436,47.74001,*,2.205
WISEA J093917.99+504554.4,144.82501,50.7651,*,2.205
WISEA J125556.81+102046.8,193.98671,10.34642,*,2.205
WISEA J133653.96+530507.5,204.22486,53.08542,*,2.205
WISEA J101329.92+491840.9,153.37472,49.31138,QSO,2.203183
B3 0739+398,115.65578,39.74323,QSO,2.202233
WISEA J114644.20+535643.2,176.68418,53.9453,QSO,2.201
WISEA J134042.00+300834.7,205.17494,30.14301,QSO,2.197
WISEA J110437.45+504750.6,166.15603,50.79741,QSO,2.196789
WISEA J114120.23+002256.6,175.33446,0.38244,QSO,2.196
SDSS J092029.65+370018.7,140.12341,37.00509,*,2.195
WISE J101544.43+555100.6,153.93508,55.85015,VisS,2.195
